Species,Order,Family,Genus,Fasta file url,Alternative url
Argyroglottis turbinata,Asterales,Asteraceae,Argyroglottis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599350.Argyroglottis_turbinata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599350.Argyroglottis_turbinata.a353.fasta
Arrhenechthites mixtus,Asterales,Asteraceae,Arrhenechthites,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599351.Arrhenechthites_mixtus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599351.Arrhenechthites_mixtus.a353.fasta
Asteridea pulverulenta,Asterales,Asteraceae,Asteridea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599352.Asteridea_pulverulenta.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599352.Asteridea_pulverulenta.a353.fasta
Bedfordia salicina,Asterales,Asteraceae,Bedfordia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599353.Bedfordia_salicina.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599353.Bedfordia_salicina.a353.fasta
Blainvillea cunninghamii,Asterales,Asteraceae,Blainvillea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599354.Blainvillea_cunninghamii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599354.Blainvillea_cunninghamii.a353.fasta
Centropappus brunonis,Asterales,Asteraceae,Centropappus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599355.Centropappus_brunonis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599355.Centropappus_brunonis.a353.fasta
Calomeria amaranthoides,Asterales,Asteraceae,Calomeria,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599356.Calomeria_amaranthoides.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599356.Calomeria_amaranthoides.a353.fasta
Cassinia aculeata,Asterales,Asteraceae,Cassinia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599357.Cassinia_aculeata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599357.Cassinia_aculeata.a353.fasta
Celmisia costiniana,Asterales,Asteraceae,Celmisia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599358.Celmisia_costiniana.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599358.Celmisia_costiniana.a353.fasta
Cephalosorus carpesioides,Asterales,Asteraceae,Cephalosorus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599359.Cephalosorus_carpesioides.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599359.Cephalosorus_carpesioides.a353.fasta
Ceratogyne obionoides,Asterales,Asteraceae,Ceratogyne,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599360.Ceratogyne_obionoides.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599360.Ceratogyne_obionoides.a353.fasta
Chondropyxis halophila,Asterales,Asteraceae,Chondropyxis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599361.Chondropyxis_halophila.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599361.Chondropyxis_halophila.a353.fasta
Coleocoma centaurea,Asterales,Asteraceae,Coleocoma,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599362.Coleocoma_centaurea.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599362.Coleocoma_centaurea.a353.fasta
Cotula coronopifolia,Asterales,Asteraceae,Cotula,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599363.Cotula_coronopifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599363.Cotula_coronopifolia.a353.fasta
Cratystylis conocephala,Asterales,Asteraceae,Cratystylis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599364.Cratystylis_conocephala.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599364.Cratystylis_conocephala.a353.fasta
Cymbonotus lawsonianus,Asterales,Asteraceae,Cymbonotus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599365.Cymbonotus_lawsonianus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599365.Cymbonotus_lawsonianus.a353.fasta
Decaneuropsis obovata,Asterales,Asteraceae,Decaneuropsis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599366.Decaneuropsis_obovata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599366.Decaneuropsis_obovata.a353.fasta
Decazesia hecatocephala,Asterales,Asteraceae,Decazesia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7803722.Decazesia_hecatocephala.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7803722.Decazesia_hecatocephala.a353.fasta
Dielitzia tysonii,Asterales,Asteraceae,Dielitzia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599367.Dielitzia_tysonii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599367.Dielitzia_tysonii.a353.fasta
Dimorphocoma minutula,Asterales,Asteraceae,Dimorphocoma,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599368.Dimorphocoma_minutula.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599368.Dimorphocoma_minutula.a353.fasta
Dithyrostegia amplexicaulis,Asterales,Asteraceae,Dithyrostegia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599369.Dithyrostegia_amplexicaulis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599369.Dithyrostegia_amplexicaulis.a353.fasta
Eriochlamys behrii,Asterales,Asteraceae,Eriochlamys,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7803723.Eriochlamys_behrii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7803723.Eriochlamys_behrii.a353.fasta
Erodiophyllum elderi,Asterales,Asteraceae,Erodiophyllum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599370.Erodiophyllum_elderi.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599370.Erodiophyllum_elderi.a353.fasta
Carmichaelia exsul,Fabales,Fabaceae,Carmichaelia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599371.Carmichaelia_exsul.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599371.Carmichaelia_exsul.a353.fasta
Fitzwillia axilliflora,Asterales,Asteraceae,Fitzwillia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599372.Fitzwillia_axilliflora.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599372.Fitzwillia_axilliflora.a353.fasta
Gilruthia osbornii,Asterales,Asteraceae,Gilruthia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599373.Gilruthia_osbornii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599373.Gilruthia_osbornii.a353.fasta
Gnephosis tenuissima,Asterales,Asteraceae,Gnephosis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599374.Gnephosis_tenuissima.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599374.Gnephosis_tenuissima.a353.fasta
Gratwickia monochaeta,Asterales,Asteraceae,Gratwickia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599375.Gratwickia_monochaeta.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599375.Gratwickia_monochaeta.a353.fasta
Haeckeria cassiniiformis,Asterales,Asteraceae,Haeckeria,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599376.Haeckeria_cassiniiformis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599376.Haeckeria_cassiniiformis.a353.fasta
Haegiela tatei,Asterales,Asteraceae,Haegiela,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599377.Haegiela_tatei.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599377.Haegiela_tatei.a353.fasta
Haptotrichion conicum,Asterales,Asteraceae,Haptotrichion,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599378.Haptotrichion_conicum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599378.Haptotrichion_conicum.a353.fasta
Hullsia argillicola,Asterales,Asteraceae,Hullsia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7803724.Hullsia_argillicola.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7803724.Hullsia_argillicola.a353.fasta
Hyalochlamys globifera,Asterales,Asteraceae,Hyalochlamys,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599379.Hyalochlamys_globifera.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599379.Hyalochlamys_globifera.a353.fasta
Iotasperma sessilifolia,Asterales,Asteraceae,Iotasperma,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599380.Iotasperma_sessilifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599380.Iotasperma_sessilifolia.a353.fasta
Ixodia achilleoides,Asterales,Asteraceae,Ixodia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599381.Ixodia_achilleoides.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599381.Ixodia_achilleoides.a353.fasta
Kippistia suaedifolia,Asterales,Asteraceae,Kippistia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599382.Kippistia_suaedifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599382.Kippistia_suaedifolia.a353.fasta
Lagenophora stipitata,Asterales,Asteraceae,Lagenophora,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599383.Lagenophora_stipitata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599383.Lagenophora_stipitata.a353.fasta
Lemooria burkittii,Asterales,Asteraceae,Lemooria,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599384.Lemooria_burkittii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599384.Lemooria_burkittii.a353.fasta
Leptorhynchos squamatus,Asterales,Asteraceae,Leptorhynchos,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599385.Leptorhynchos_squamatus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599385.Leptorhynchos_squamatus.a353.fasta
Lordhowea insularis,Asterales,Asteraceae,Lordhowea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599386.Lordhowea_insularis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599386.Lordhowea_insularis.a353.fasta
Wollastonia biflora,Asterales,Asteraceae,Wollastonia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599387.Wollastonia_biflora.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599387.Wollastonia_biflora.a353.fasta
Microseris lanceolata,Asterales,Asteraceae,Microseris,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599388.Microseris_lanceolata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599388.Microseris_lanceolata.a353.fasta
Myriocephalus appendiculatus,Asterales,Asteraceae,Myriocephalus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7803725.Myriocephalus_appendiculatus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7803725.Myriocephalus_appendiculatus.a353.fasta
Pappochroma pappocromum,Asterales,Asteraceae,Pappochroma,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599389.Pappochroma_pappocromum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599389.Pappochroma_pappocromum.a353.fasta
Parantennaria uniceps,Asterales,Asteraceae,Parantennaria,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599390.Parantennaria_uniceps.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599390.Parantennaria_uniceps.a353.fasta
Pembertonia latisquamea,Asterales,Asteraceae,Pembertonia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599391.Pembertonia_latisquamea.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599391.Pembertonia_latisquamea.a353.fasta
Pentalepis trichodesmoides,Asterales,Asteraceae,Pentalepis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599392.Pentalepis_trichodesmoides.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599392.Pentalepis_trichodesmoides.a353.fasta
Pilbara trudgenii,Asterales,Asteraceae,Pilbara,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599393.Pilbara_trudgenii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599393.Pilbara_trudgenii.a353.fasta
Pithocarpa pulchella,Asterales,Asteraceae,Pithocarpa,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7803726.Pithocarpa_pulchella.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7803726.Pithocarpa_pulchella.a353.fasta
Pleurocarpaea denticulata,Asterales,Asteraceae,Pleurocarpaea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599394.Pleurocarpaea_denticulata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599394.Pleurocarpaea_denticulata.a353.fasta
Pleurophyllum hookeri,Asterales,Asteraceae,Pleurophyllum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599395.Pleurophyllum_hookeri.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599395.Pleurophyllum_hookeri.a353.fasta
Pseudognaphalium luteoalbum,Asterales,Asteraceae,Pseudognaphalium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599396.Pseudognaphalium_luteoalbum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599396.Pseudognaphalium_luteoalbum.a353.fasta
Pterygopappus lawrencei,Asterales,Asteraceae,Pterygopappus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599397.Pterygopappus_lawrencei.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599397.Pterygopappus_lawrencei.a353.fasta
Quinqueremulus linearis,Asterales,Asteraceae,Quinqueremulus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599398.Quinqueremulus_linearis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599398.Quinqueremulus_linearis.a353.fasta
Roebuckiella halophila,Asterales,Asteraceae,Roebuckiella,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7803727.Roebuckiella_halophila.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7803727.Roebuckiella_halophila.a353.fasta
Rutidosis helichrysoides,Asterales,Asteraceae,Rutidosis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599399.Rutidosis_helichrysoides.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599399.Rutidosis_helichrysoides.a353.fasta
Sondottia connata,Asterales,Asteraceae,Sondottia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599400.Sondottia_connata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599400.Sondottia_connata.a353.fasta
Sphaeromorphaea littoralis,Asterales,Asteraceae,Sphaeromorphaea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599401.Sphaeromorphaea_littoralis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599401.Sphaeromorphaea_littoralis.a353.fasta
Streptoglossa odora,Asterales,Asteraceae,Streptoglossa,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599402.Streptoglossa_odora.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599402.Streptoglossa_odora.a353.fasta
Stuartina muelleri,Asterales,Asteraceae,Stuartina,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599403.Stuartina_muelleri.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599403.Stuartina_muelleri.a353.fasta
Taplinia saxatilis,Asterales,Asteraceae,Taplinia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599404.Taplinia_saxatilis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599404.Taplinia_saxatilis.a353.fasta
Thespidium basiflorum,Asterales,Asteraceae,Thespidium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599405.Thespidium_basiflorum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599405.Thespidium_basiflorum.a353.fasta
Thiseltonia gracillima,Asterales,Asteraceae,Thiseltonia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599406.Thiseltonia_gracillima.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599406.Thiseltonia_gracillima.a353.fasta
Tietkensia corrickiae,Asterales,Asteraceae,Tietkensia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599407.Tietkensia_corrickiae.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599407.Tietkensia_corrickiae.a353.fasta
Trichanthodium skirrophorum,Asterales,Asteraceae,Trichanthodium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599408.Trichanthodium_skirrophorum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599408.Trichanthodium_skirrophorum.a353.fasta
Xerochrysum bracteatum,Asterales,Asteraceae,Xerochrysum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599409.Xerochrysum_bracteatum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599409.Xerochrysum_bracteatum.a353.fasta
Youngia japonica,Asterales,Asteraceae,Youngia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599410.Youngia_japonica.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599410.Youngia_japonica.a353.fasta
Nyssanthes diffusa,Caryophyllales,Amaranthaceae,Nyssanthes,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599412.Nyssanthes_diffusa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Caryophyllales/Amaranthaceae/INSDC.ERR7599412.Nyssanthes_diffusa.a353.fasta
Dichosciadium ranunculaceum,Apiales,Apiaceae,Dichosciadium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599413.Dichosciadium_ranunculaceum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Apiales/Apiaceae/INSDC.ERR7599413.Dichosciadium_ranunculaceum.a353.fasta
Diplaspis hydrocotylea,Apiales,Apiaceae,Diplaspis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599414.Diplaspis_hydrocotylea.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Apiales/Apiaceae/INSDC.ERR7599414.Diplaspis_hydrocotylea.a353.fasta
Astrotricha ledifolia,Apiales,Araliaceae,Astrotricha,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599415.Astrotricha_ledifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Apiales/Araliaceae/INSDC.ERR7599415.Astrotricha_ledifolia.a353.fasta
Trachymene incisa,Apiales,Araliaceae,Trachymene,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599416.Trachymene_incisa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Apiales/Araliaceae/INSDC.ERR7599416.Trachymene_incisa.a353.fasta
Pandorea pandorana,Lamiales,Bignoniaceae,Pandorea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599417.Pandorea_pandorana.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Lamiales/Bignoniaceae/INSDC.ERR7599417.Pandorea_pandorana.a353.fasta
Capparis spinosa,Brassicales,Capparaceae,Capparis,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599418.Capparis_spinosa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Brassicales/Capparaceae/INSDC.ERR7599418.Capparis_spinosa.a353.fasta
Duperreya sericea,Solanales,Convolvulaceae,Duperreya,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599419.Duperreya_sericea.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Solanales/Convolvulaceae/INSDC.ERR7599419.Duperreya_sericea.a353.fasta
Jacquemontia browniana,Solanales,Convolvulaceae,Jacquemontia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599420.Jacquemontia_browniana.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Solanales/Convolvulaceae/INSDC.ERR7599420.Jacquemontia_browniana.a353.fasta
Operculina aequisepala,Solanales,Convolvulaceae,Operculina,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599421.Operculina_aequisepala.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Solanales/Convolvulaceae/INSDC.ERR7599421.Operculina_aequisepala.a353.fasta
Polymeria calycina,Solanales,Convolvulaceae,Polymeria,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599422.Polymeria_calycina.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Solanales/Convolvulaceae/INSDC.ERR7599422.Polymeria_calycina.a353.fasta
Xenostegia tridentata,Solanales,Convolvulaceae,Xenostegia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599423.Xenostegia_tridentata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Solanales/Convolvulaceae/INSDC.ERR7599423.Xenostegia_tridentata.a353.fasta
Bergia trimera,Malpighiales,Elatinaceae,Bergia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599424.Bergia_trimera.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malpighiales/Elatinaceae/INSDC.ERR7599424.Bergia_trimera.a353.fasta
Prostanthera lasianthos,Lamiales,Lamiaceae,Prostanthera,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599425.Prostanthera_lasianthos.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Lamiales/Lamiaceae/INSDC.ERR7599425.Prostanthera_lasianthos.a353.fasta
Bambusa arnhemica,Poales,Poaceae,Bambusa,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599426.Bambusa_arnhemica.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Poaceae/INSDC.ERR7599426.Bambusa_arnhemica.a353.fasta
Chionochloa frigida,Poales,Poaceae,Chionochloa,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599427.Chionochloa_frigida.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Poaceae/INSDC.ERR7599427.Chionochloa_frigida.a353.fasta
Cyrtococcum oxyphyllum,Poales,Poaceae,Cyrtococcum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599428.Cyrtococcum_oxyphyllum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Poaceae/INSDC.ERR7599428.Cyrtococcum_oxyphyllum.a353.fasta
Dimeria ornithopoda,Poales,Poaceae,Dimeria,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599429.Dimeria_ornithopoda.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Poaceae/INSDC.ERR7599429.Dimeria_ornithopoda.a353.fasta
