Species,Order,Family,Genus,Fasta file url,Alternative url
Elionurus citreus,Poales,Poaceae,Elionurus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599430.Elionurus_citreus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Poaceae/INSDC.ERR7599430.Elionurus_citreus.a353.fasta
Heteropogon contortus,Poales,Poaceae,Heteropogon,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599431.Heteropogon_contortus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Poaceae/INSDC.ERR7599431.Heteropogon_contortus.a353.fasta
Ischaemum muticum,Poales,Poaceae,Ischaemum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599432.Ischaemum_muticum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Poaceae/INSDC.ERR7599432.Ischaemum_muticum.a353.fasta
Lepturus repens,Poales,Poaceae,Lepturus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599433.Lepturus_repens.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Poaceae/INSDC.ERR7599433.Lepturus_repens.a353.fasta
Oryza australiensis,Poales,Poaceae,Oryza,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599434.Oryza_australiensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Poaceae/INSDC.ERR7599434.Oryza_australiensis.a353.fasta
Thuarea involuta,Poales,Poaceae,Thuarea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599435.Thuarea_involuta.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Poaceae/INSDC.ERR7599435.Thuarea_involuta.a353.fasta
Notothixos subaureus,Santalales,Santalaceae,Notothixos,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599436.Notothixos_subaureus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Santalales/Santalaceae/INSDC.ERR7599436.Notothixos_subaureus.a353.fasta
Omphacomeria acerba,Santalales,Santalaceae,Omphacomeria,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599437.Omphacomeria_acerba.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Santalales/Santalaceae/INSDC.ERR7599437.Omphacomeria_acerba.a353.fasta
Coronidium elatum,Asterales,Asteraceae,Coronidium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599438.Coronidium_elatum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Asterales/Asteraceae/INSDC.ERR7599438.Coronidium_elatum.a353.fasta
Erichsenia uncinata,Fabales,Fabaceae,Erichsenia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599439.Erichsenia_uncinata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599439.Erichsenia_uncinata.a353.fasta
Capillipedium parviflorum,Poales,Poaceae,Capillipedium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599440.Capillipedium_parviflorum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Poaceae/INSDC.ERR7599440.Capillipedium_parviflorum.a353.fasta
Leersia hexandra,Poales,Poaceae,Leersia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599441.Leersia_hexandra.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Poaceae/INSDC.ERR7599441.Leersia_hexandra.a353.fasta
Micraira subulifolia,Poales,Poaceae,Micraira,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599442.Micraira_subulifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Poaceae/INSDC.ERR7599442.Micraira_subulifolia.a353.fasta
Notochloe microdon,Poales,Poaceae,Notochloe,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599443.Notochloe_microdon.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Poaceae/INSDC.ERR7599443.Notochloe_microdon.a353.fasta
Schizachyrium fragile,Poales,Poaceae,Schizachyrium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599444.Schizachyrium_fragile.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Poaceae/INSDC.ERR7599444.Schizachyrium_fragile.a353.fasta
Whiteochloa semitonsa,Poales,Poaceae,Whiteochloa,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599445.Whiteochloa_semitonsa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Poaceae/INSDC.ERR7599445.Whiteochloa_semitonsa.a353.fasta
Arundinella setosa,Poales,Poaceae,Arundinella,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599446.Arundinella_setosa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Poaceae/INSDC.ERR7599446.Arundinella_setosa.a353.fasta
Ichnanthus pallens,Poales,Poaceae,Ichnanthus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599447.Ichnanthus_pallens.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Poaceae/INSDC.ERR7599447.Ichnanthus_pallens.a353.fasta
Acrachne racemosa,Poales,Poaceae,Acrachne,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599448.Acrachne_racemosa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Poaceae/INSDC.ERR7599448.Acrachne_racemosa.a353.fasta
Boronia imlayensis,Sapindales,Rutaceae,Boronia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599570.Boronia_imlayensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7599570.Boronia_imlayensis.a353.fasta
Chorilaena quercifolia,Sapindales,Rutaceae,Chorilaena,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599571.Chorilaena_quercifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7599571.Chorilaena_quercifolia.a353.fasta
Phebalium tuberculosum,Sapindales,Rutaceae,Phebalium,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599572.Phebalium_tuberculosum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7599572.Phebalium_tuberculosum.a353.fasta
Philotheca angustifolia,Sapindales,Rutaceae,Philotheca,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599573.Philotheca_angustifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7599573.Philotheca_angustifolia.a353.fasta
Asterolasia asteriscophora,Sapindales,Rutaceae,Asterolasia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599574.Asterolasia_asteriscophora.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7599574.Asterolasia_asteriscophora.a353.fasta
Eriostemon australasius,Sapindales,Rutaceae,Eriostemon,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599575.Eriostemon_australasius.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7599575.Eriostemon_australasius.a353.fasta
Neobyrnesia suberosa,Sapindales,Rutaceae,Neobyrnesia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599576.Neobyrnesia_suberosa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7599576.Neobyrnesia_suberosa.a353.fasta
Eremophila violacea,Lamiales,Scrophulariaceae,Eremophila,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599577.Eremophila_violacea.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Lamiales/Scrophulariaceae/INSDC.ERR7599577.Eremophila_violacea.a353.fasta
Radyera farragei,Malvales,Malvaceae,Radyera,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599578.Radyera_farragei.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599578.Radyera_farragei.a353.fasta
Lawrencia berthae,Malvales,Malvaceae,Lawrencia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599579.Lawrencia_berthae.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599579.Lawrencia_berthae.a353.fasta
Thomasia microphylla,Malvales,Malvaceae,Thomasia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599580.Thomasia_microphylla.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599580.Thomasia_microphylla.a353.fasta
Decaschistia byrnesii,Malvales,Malvaceae,Decaschistia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599581.Decaschistia_byrnesii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599581.Decaschistia_byrnesii.a353.fasta
Urena australiensis,Malvales,Malvaceae,Urena,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599582.Urena_australiensis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599582.Urena_australiensis.a353.fasta
Westringia senifolia,Lamiales,Lamiaceae,Westringia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599583.Westringia_senifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Lamiales/Lamiaceae/INSDC.ERR7599583.Westringia_senifolia.a353.fasta
Abelmoschus moschatus,Malvales,Malvaceae,Abelmoschus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599584.Abelmoschus_moschatus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599584.Abelmoschus_moschatus.a353.fasta
Lagunaria patersonia,Malvales,Malvaceae,Lagunaria,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599585.Lagunaria_patersonia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599585.Lagunaria_patersonia.a353.fasta
Malvastrum americanum,Malvales,Malvaceae,Malvastrum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599586.Malvastrum_americanum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599586.Malvastrum_americanum.a353.fasta
Howittia trilocularis,Malvales,Malvaceae,Howittia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599587.Howittia_trilocularis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599587.Howittia_trilocularis.a353.fasta
Pavonia hastata,Malvales,Malvaceae,Pavonia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599588.Pavonia_hastata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599588.Pavonia_hastata.a353.fasta
Brownlowia argentata,Malvales,Malvaceae,Brownlowia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599589.Brownlowia_argentata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599589.Brownlowia_argentata.a353.fasta
Firmiana papuana,Malvales,Malvaceae,Firmiana,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599590.Firmiana_papuana.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599590.Firmiana_papuana.a353.fasta
Franciscodendron laurifolium,Malvales,Malvaceae,Franciscodendron,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599591.Franciscodendron_laurifolium.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599591.Franciscodendron_laurifolium.a353.fasta
Gilesia biniflora,Malvales,Malvaceae,Gilesia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599592.Gilesia_biniflora.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599592.Gilesia_biniflora.a353.fasta
Melhania oblongifolia,Malvales,Malvaceae,Melhania,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599593.Melhania_oblongifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599593.Melhania_oblongifolia.a353.fasta
Pentapetes phoenicea,Malvales,Malvaceae,Pentapetes,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599594.Pentapetes_phoenicea.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599594.Pentapetes_phoenicea.a353.fasta
Sterculia quadrifida,Malvales,Malvaceae,Sterculia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599595.Sterculia_quadrifida.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599595.Sterculia_quadrifida.a353.fasta
Alyogyne hakeifolia,Malvales,Malvaceae,Alyogyne,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599596.Alyogyne_hakeifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599596.Alyogyne_hakeifolia.a353.fasta
Herissantia crispa,Malvales,Malvaceae,Herissantia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599597.Herissantia_crispa.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599597.Herissantia_crispa.a353.fasta
Azanza thespesioides,Malvales,Malvaceae,Azanza,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599598.Azanza_thespesioides.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599598.Azanza_thespesioides.a353.fasta
Benthamina alyxifolia,Santalales,Loranthaceae,Benthamina,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599599.Benthamina_alyxifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Santalales/Loranthaceae/INSDC.ERR7599599.Benthamina_alyxifolia.a353.fasta
Diplatia grandibractea,Santalales,Loranthaceae,Diplatia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599600.Diplatia_grandibractea.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Santalales/Loranthaceae/INSDC.ERR7599600.Diplatia_grandibractea.a353.fasta
Ileostylus micranthus,Santalales,Loranthaceae,Ileostylus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599601.Ileostylus_micranthus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Santalales/Loranthaceae/INSDC.ERR7599601.Ileostylus_micranthus.a353.fasta
Raukaua gunnii,Apiales,Araliaceae,Raukaua,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599602.Raukaua_gunnii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Apiales/Araliaceae/INSDC.ERR7599602.Raukaua_gunnii.a353.fasta
Ourisia integrifolia,Lamiales,Plantaginaceae,Ourisia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599603.Ourisia_integrifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Lamiales/Plantaginaceae/INSDC.ERR7599603.Ourisia_integrifolia.a353.fasta
Gaimardia fitzgeraldii,Poales,Restionaceae,Gaimardia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599604.Gaimardia_fitzgeraldii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Poales/Restionaceae/INSDC.ERR7599604.Gaimardia_fitzgeraldii.a353.fasta
Archidendron vaillantii,Fabales,Fabaceae,Archidendron,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599605.Archidendron_vaillantii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599605.Archidendron_vaillantii.a353.fasta
Falcataria toona,Fabales,Fabaceae,Falcataria,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599606.Falcataria_toona.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599606.Falcataria_toona.a353.fasta
Barklya syringifolia,Fabales,Fabaceae,Barklya,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599607.Barklya_syringifolia.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599607.Barklya_syringifolia.a353.fasta
Bouchardatia neurococca,Sapindales,Rutaceae,Bouchardatia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599608.Bouchardatia_neurococca.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Sapindales/Rutaceae/INSDC.ERR7599608.Bouchardatia_neurococca.a353.fasta
Chamaecrista absus,Fabales,Fabaceae,Chamaecrista,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599609.Chamaecrista_absus.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599609.Chamaecrista_absus.a353.fasta
Erythrophleum chlorostachys,Fabales,Fabaceae,Erythrophleum,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599610.Erythrophleum_chlorostachys.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599610.Erythrophleum_chlorostachys.a353.fasta
Aenictophyton reconditum,Fabales,Fabaceae,Aenictophyton,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599611.Aenictophyton_reconditum.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599611.Aenictophyton_reconditum.a353.fasta
Almaleea incurvata,Fabales,Fabaceae,Almaleea,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599612.Almaleea_incurvata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599612.Almaleea_incurvata.a353.fasta
Alysicarpus muelleri,Fabales,Fabaceae,Alysicarpus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599613.Alysicarpus_muelleri.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599613.Alysicarpus_muelleri.a353.fasta
Aotus ericoides,Fabales,Fabaceae,Aotus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599614.Aotus_ericoides.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599614.Aotus_ericoides.a353.fasta
Austrosteenisia blackii,Fabales,Fabaceae,Austrosteenisia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599615.Austrosteenisia_blackii.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599615.Austrosteenisia_blackii.a353.fasta
Cajanus acutifolius,Fabales,Fabaceae,Cajanus,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599616.Cajanus_acutifolius.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599616.Cajanus_acutifolius.a353.fasta
Asterotrichion discolor,Malvales,Malvaceae,Asterotrichion,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599617.Asterotrichion_discolor.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Malvales/Malvaceae/INSDC.ERR7599617.Asterotrichion_discolor.a353.fasta
Fieldia australis,Lamiales,Gesneriaceae,Fieldia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599618.Fieldia_australis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Lamiales/Gesneriaceae/INSDC.ERR7599618.Fieldia_australis.a353.fasta
Canavalia papuana,Fabales,Fabaceae,Canavalia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599619.Canavalia_papuana.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599619.Canavalia_papuana.a353.fasta
Chorizema ilicifolium,Fabales,Fabaceae,Chorizema,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599620.Chorizema_ilicifolium.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599620.Chorizema_ilicifolium.a353.fasta
Christia australasica,Fabales,Fabaceae,Christia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599621.Christia_australasica.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599621.Christia_australasica.a353.fasta
Clitoria australis,Fabales,Fabaceae,Clitoria,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599622.Clitoria_australis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599622.Clitoria_australis.a353.fasta
Cristonia biloba,Fabales,Fabaceae,Cristonia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599623.Cristonia_biloba.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599623.Cristonia_biloba.a353.fasta
Crotalaria novae-hollandiae,Fabales,Fabaceae,Crotalaria,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599624.Crotalaria_novae-hollandiae.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599624.Crotalaria_novae-hollandiae.a353.fasta
Cyclocarpa stellaris,Fabales,Fabaceae,Cyclocarpa,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599625.Cyclocarpa_stellaris.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599625.Cyclocarpa_stellaris.a353.fasta
Daviesia acicularis,Fabales,Fabaceae,Daviesia,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599626.Daviesia_acicularis.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599626.Daviesia_acicularis.a353.fasta
Derris trifoliata,Fabales,Fabaceae,Derris,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599627.Derris_trifoliata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599627.Derris_trifoliata.a353.fasta
Dunbaria punctata,Fabales,Fabaceae,Dunbaria,http://sftp.kew.org/pub/paftol/current_release/fasta/by_recovery/INSDC.ERR7599628.Dunbaria_punctata.a353.fasta,http://life-bioinfo.tpddns.cn:8445/353ref/Fabales/Fabaceae/INSDC.ERR7599628.Dunbaria_punctata.a353.fasta
